home_id,timestamp,device_id,device_type,room,status,power_watt,user_present,activity,indoor_temp,outdoor_temp,humidity,light_level,day_of_week,hour_of_day,price_kWh,predicted_power,suggestion
5,2024-01-01T00:00:00,air_conditioner5,air_conditioner,bedroom,off,0.0,1,sleeping,9.2,10.2,36.5,77.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
6,2024-01-01T00:00:00,light6,light,living_room,on,154.8,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
6,2024-01-01T00:00:00,tv6,tv,living_room,off,0.0,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
6,2024-01-01T00:00:00,washer6,washer,laundry_room,off,0.0,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
7,2024-01-01T00:00:00,air_conditioner7,air_conditioner,bedroom,off,0.0,1,idle,5.9,5.3,75.6,16.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
7,2024-01-01T00:00:00,light7,light,living_room,on,168.58,1,idle,5.9,5.3,75.6,16.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
7,2024-01-01T00:00:00,fridge7,fridge,kitchen,on,287.36,1,idle,5.9,5.3,75.6,16.7,0,0,1500,241.51,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
8,2024-01-01T00:00:00,air_conditioner8,air_conditioner,bedroom,off,0.0,1,idle,2.7,4.4,77.7,37.6,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
8,2024-01-01T00:00:00,washer8,washer,laundry_room,off,0.0,1,idle,2.7,4.4,77.7,37.6,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
9,2024-01-01T00:00:00,tv9,tv,living_room,off,0.0,1,idle,3.6,4.2,100.0,64.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
1,2024-01-01T00:00:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,idle,10.0,11.4,53.0,94.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
1,2024-01-01T00:00:00,fridge1,fridge,kitchen,on,245.78,1,idle,10.0,11.4,53.0,94.2,0,0,1500,240.41,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
2,2024-01-01T00:00:00,tv2,tv,living_room,on,343.63,1,idle,10.6,11.8,58.6,60.1,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
2,2024-01-01T00:00:00,fridge2,fridge,kitchen,on,254.13,1,idle,10.6,11.8,58.6,60.1,0,0,1500,250.56,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
3,2024-01-01T00:00:00,air_conditioner3,air_conditioner,bedroom,off,0.0,1,idle,6.6,5.8,70.5,1.5,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
4,2024-01-01T00:00:00,fridge4,fridge,kitchen,on,269.73,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,286.63,[2024-01-01 00:00:00] Bạn đang ngủ nhưng thiết bị 'fridge' tại kitchen vẫn đang bật. Hãy tắt để ngủ ngon hơn và tiết kiệm điện.
5,2024-01-01T00:00:00,washer5,washer,laundry_room,off,0.0,1,sleeping,9.2,10.2,36.5,77.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
7,2024-01-01T00:00:00,tv7,tv,living_room,off,0.0,1,idle,5.9,5.3,75.6,16.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
8,2024-01-01T00:00:00,light8,light,living_room,on,118.7,1,idle,2.7,4.4,77.7,37.6,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
8,2024-01-01T00:00:00,tv8,tv,living_room,off,0.0,1,idle,2.7,4.4,77.7,37.6,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
9,2024-01-01T00:00:00,air_conditioner9,air_conditioner,bedroom,off,0.0,1,idle,3.6,4.2,100.0,64.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
9,2024-01-01T00:00:00,light9,light,living_room,on,198.08,1,idle,3.6,4.2,100.0,64.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
9,2024-01-01T00:00:00,fridge9,fridge,kitchen,on,210.79,1,idle,3.6,4.2,100.0,64.9,0,0,1500,228.7,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
10,2024-01-01T00:00:00,air_conditioner10,air_conditioner,bedroom,off,0.0,1,sleeping,9.1,10.6,51.8,47.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
10,2024-01-01T00:00:00,light10,light,living_room,off,0.0,1,sleeping,9.1,10.6,51.8,47.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang hoạt động bình thường.
10,2024-01-01T00:00:00,tv10,tv,living_room,off,0.0,1,sleeping,9.1,10.6,51.8,47.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
10,2024-01-01T00:00:00,fridge10,fridge,kitchen,on,238.47,1,sleeping,9.1,10.6,51.8,47.2,0,0,1500,263.99,[2024-01-01 00:00:00] Bạn đang ngủ nhưng thiết bị 'fridge' tại kitchen vẫn đang bật. Hãy tắt để ngủ ngon hơn và tiết kiệm điện.
1,2024-01-01T00:15:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,idle,9.7,10.2,40.0,37.3,0,0,1500,0.0,[2024-01-01 00:15:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
3,2024-01-01T00:00:00,light3,light,living_room,on,192.54,1,idle,6.6,5.8,70.5,1.5,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
3,2024-01-01T00:00:00,fridge3,fridge,kitchen,on,269.45,1,idle,6.6,5.8,70.5,1.5,0,0,1500,213.64,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
4,2024-01-01T00:00:00,air_conditioner4,air_conditioner,bedroom,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
4,2024-01-01T00:00:00,washer4,washer,laundry_room,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
5,2024-01-01T00:00:00,light5,light,living_room,off,0.0,1,sleeping,9.2,10.2,36.5,77.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang hoạt động bình thường.
5,2024-01-01T00:00:00,tv5,tv,living_room,off,0.0,1,sleeping,9.2,10.2,36.5,77.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
5,2024-01-01T00:00:00,fridge5,fridge,kitchen,on,291.67,1,sleeping,9.2,10.2,36.5,77.9,0,0,1500,290.02,[2024-01-01 00:00:00] Bạn đang ngủ nhưng thiết bị 'fridge' tại kitchen vẫn đang bật. Hãy tắt để ngủ ngon hơn và tiết kiệm điện.
6,2024-01-01T00:00:00,air_conditioner6,air_conditioner,bedroom,off,0.0,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
6,2024-01-01T00:00:00,fridge6,fridge,kitchen,on,251.57,1,idle,6.3,5.4,72.5,57.7,0,0,1500,228.7,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
7,2024-01-01T00:00:00,washer7,washer,laundry_room,off,0.0,1,idle,5.9,5.3,75.6,16.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
8,2024-01-01T00:00:00,fridge8,fridge,kitchen,on,251.25,1,idle,2.7,4.4,77.7,37.6,0,0,1500,230.76,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
9,2024-01-01T00:00:00,washer9,washer,laundry_room,off,0.0,1,idle,3.6,4.2,100.0,64.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
10,2024-01-01T00:00:00,washer10,washer,laundry_room,off,0.0,1,sleeping,9.1,10.6,51.8,47.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
1,2024-01-01T00:00:00,light1,light,living_room,on,124.96,1,idle,10.0,11.4,53.0,94.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
1,2024-01-01T00:00:00,tv1,tv,living_room,off,0.0,1,idle,10.0,11.4,53.0,94.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
1,2024-01-01T00:00:00,washer1,washer,laundry_room,off,0.0,1,idle,10.0,11.4,53.0,94.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
2,2024-01-01T00:00:00,air_conditioner2,air_conditioner,bedroom,off,0.0,1,idle,10.6,11.8,58.6,60.1,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
2,2024-01-01T00:00:00,light2,light,living_room,on,152.98,1,idle,10.6,11.8,58.6,60.1,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
2,2024-01-01T00:00:00,washer2,washer,laundry_room,off,0.0,1,idle,10.6,11.8,58.6,60.1,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
3,2024-01-01T00:00:00,tv3,tv,living_room,off,0.0,1,idle,6.6,5.8,70.5,1.5,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
3,2024-01-01T00:00:00,washer3,washer,laundry_room,off,0.0,1,idle,6.6,5.8,70.5,1.5,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
4,2024-01-01T00:00:00,light4,light,living_room,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang hoạt động bình thường.
4,2024-01-01T00:00:00,tv4,tv,living_room,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
5,2024-01-01T00:00:00,air_conditioner5,air_conditioner,bedroom,off,0.0,1,sleeping,9.2,10.2,36.5,77.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
6,2024-01-01T00:00:00,light6,light,living_room,on,154.8,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
6,2024-01-01T00:00:00,tv6,tv,living_room,off,0.0,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
6,2024-01-01T00:00:00,washer6,washer,laundry_room,off,0.0,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
7,2024-01-01T00:00:00,air_conditioner7,air_conditioner,bedroom,off,0.0,1,idle,5.9,5.3,75.6,16.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
7,2024-01-01T00:00:00,light7,light,living_room,on,168.58,1,idle,5.9,5.3,75.6,16.7,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'light' tại living_room đang bật nhưng không cần thiết. Hãy tắt để tiết kiệm điện.
7,2024-01-01T00:00:00,fridge7,fridge,kitchen,on,287.36,1,idle,5.9,5.3,75.6,16.7,0,0,1500,239.77,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
8,2024-01-01T00:00:00,air_conditioner8,air_conditioner,bedroom,off,0.0,1,idle,2.7,4.4,77.7,37.6,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
8,2024-01-01T00:00:00,washer8,washer,laundry_room,off,0.0,1,idle,2.7,4.4,77.7,37.6,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'washer' tại laundry_room đang hoạt động bình thường.
9,2024-01-01T00:00:00,tv9,tv,living_room,off,0.0,1,idle,3.6,4.2,100.0,64.9,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'tv' tại living_room đang hoạt động bình thường.
1,2024-01-01T00:00:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,idle,10.0,11.4,53.0,94.2,0,0,1500,0.0,[2024-01-01 00:00:00] Thiết bị 'air_conditioner' tại bedroom đang hoạt động bình thường.
1,2024-01-01T00:00:00,fridge1,fridge,kitchen,on,245.78,1,idle,10.0,11.4,53.0,94.2,0,0,1500,239.77,[2024-01-01 00:00:00] Thiết bị 'fridge' tại kitchen đang hoạt động bình thường.
2,2024-01-01T00:00:00,air_conditioner2,air_conditioner,bedroom,off,0.0,1,idle,10.6,11.8,58.6,60.1,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 11.8°C. Có thể không cần bật điều hòa.
4,2024-01-01T00:00:00,light4,light,living_room,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Độ ẩm đang cao (100.0%). Hãy đóng cửa sổ hoặc bật hút ẩm.
4,2024-01-01T00:00:00,tv4,tv,living_room,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Độ ẩm đang cao (100.0%). Hãy đóng cửa sổ hoặc bật hút ẩm.
5,2024-01-01T00:00:00,air_conditioner5,air_conditioner,bedroom,off,0.0,1,sleeping,9.2,10.2,36.5,77.9,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 10.2°C. Có thể không cần bật điều hòa.
7,2024-01-01T00:00:00,air_conditioner7,air_conditioner,bedroom,off,0.0,1,idle,5.9,5.3,75.6,16.7,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 5.3°C. Có thể không cần bật điều hòa.
8,2024-01-01T00:00:00,air_conditioner8,air_conditioner,bedroom,off,0.0,1,idle,2.7,4.4,77.7,37.6,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 4.4°C. Có thể không cần bật điều hòa.
1,2024-01-01T00:00:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,idle,10.0,11.4,53.0,94.2,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 11.4°C. Có thể không cần bật điều hòa.
2,2024-01-01T00:00:00,tv2,tv,living_room,on,343.63,1,idle,10.6,11.8,58.6,60.1,0,0,1500,0.0,[2024-01-01 00:00:00] TV đang bật nhưng bạn không xem. Hãy tắt để tiết kiệm điện.
3,2024-01-01T00:00:00,air_conditioner3,air_conditioner,bedroom,off,0.0,1,idle,6.6,5.8,70.5,1.5,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 5.8°C. Có thể không cần bật điều hòa.
4,2024-01-01T00:00:00,fridge4,fridge,kitchen,on,269.73,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,286.42,"[2024-01-01 00:00:00] Độ ẩm cao (100.0%). Kiểm tra thiết bị điện để đảm bảo an toàn.
[2024-01-01 00:00:00] Độ ẩm đang cao (100.0%). Hãy đóng cửa sổ hoặc bật hút ẩm."
9,2024-01-01T00:00:00,air_conditioner9,air_conditioner,bedroom,off,0.0,1,idle,3.6,4.2,100.0,64.9,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 4.2°C. Có thể không cần bật điều hòa.
9,2024-01-01T00:00:00,light9,light,living_room,on,198.08,1,idle,3.6,4.2,100.0,64.9,0,0,1500,0.0,[2024-01-01 00:00:00] Độ ẩm cao (100.0%). Kiểm tra thiết bị điện để đảm bảo an toàn.
9,2024-01-01T00:00:00,fridge9,fridge,kitchen,on,210.79,1,idle,3.6,4.2,100.0,64.9,0,0,1500,228.46,[2024-01-01 00:00:00] Độ ẩm cao (100.0%). Kiểm tra thiết bị điện để đảm bảo an toàn.
10,2024-01-01T00:00:00,air_conditioner10,air_conditioner,bedroom,off,0.0,1,sleeping,9.1,10.6,51.8,47.2,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 10.6°C. Có thể không cần bật điều hòa.
1,2024-01-01T00:15:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,idle,9.7,10.2,40.0,37.3,0,0,1500,0.0,[2024-01-01 00:15:00] Nhiệt độ ngoài trời chỉ 10.2°C. Có thể không cần bật điều hòa.
4,2024-01-01T00:00:00,air_conditioner4,air_conditioner,bedroom,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,"[2024-01-01 00:00:00] Độ ẩm đang cao (100.0%). Hãy đóng cửa sổ hoặc bật hút ẩm.
[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 4.8°C. Có thể không cần bật điều hòa."
4,2024-01-01T00:00:00,washer4,washer,laundry_room,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Độ ẩm đang cao (100.0%). Hãy đóng cửa sổ hoặc bật hút ẩm.
6,2024-01-01T00:00:00,air_conditioner6,air_conditioner,bedroom,off,0.0,1,idle,6.3,5.4,72.5,57.7,0,0,1500,0.0,[2024-01-01 00:00:00] Nhiệt độ ngoài trời chỉ 5.4°C. Có thể không cần bật điều hòa.
2,2024-01-01T00:00:00,tv2,tv,living_room,on,343.63,1,idle,10.6,11.8,58.6,60.1,0,0,1500,0.0,[2024-01-01 00:00:00] TV đang bật dù bạn không xem. Hãy tắt để tập trung và tiết kiệm điện.
4,2024-01-01T00:00:00,air_conditioner4,air_conditioner,bedroom,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Độ ẩm đang cao (True%). Hãy đóng cửa sổ hoặc bật hút ẩm nếu thấy bí bách.
4,2024-01-01T00:00:00,washer4,washer,laundry_room,off,0.0,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,0.0,[2024-01-01 00:00:00] Độ ẩm đang cao (True%). Hãy đóng cửa sổ hoặc bật hút ẩm nếu thấy bí bách.
4,2024-01-01T00:00:00,fridge4,fridge,kitchen,on,269.73,1,sleeping,5.7,4.8,100.0,56.8,0,0,1500,287.37,[2024-01-01 00:00:00] Độ ẩm đang cao (True%). Hãy đóng cửa sổ hoặc bật hút ẩm nếu thấy bí bách.
